PROV,KAB,VPDDKN,VKSHTN,VEKNM,VENRG,VAIRBS,VKOMIN,VSARTRANS,VAKSTRANS,VKESMAS,VOR,VMNDR,VKSDM,CLASS
BANTEN,TANGERANG,69.121,73.220,21.858,78.863,79.915,54.068,70.877,79.568,82.039,39.394,69.945,75.904,Berkembang
BANTEN,SERANG,67.440,65.386,16.394,77.720,71.806,48.750,61.727,88.476,88.271,26.049,64.479,71.633,Berkembang
BANTEN,PANDEGLANG,66.223,54.780,14.352,59.428,55.492,39.827,68.095,89.419,89.006,27.532,63.806,59.263,Berkembang
